class,field,value
weapon_m4a1,m_nZoomFOV2,90
weapon_m4a1,m_nZoomLevels,0
weapon_m4a1,m_szAnimSkeleton,animation/skeletons/weapons/m4a4.vnmskel
weapon_m4a1,m_szName,weapon_m4a1
weapon_m4a1,m_szTracerParticle,particles/weapons/cs_weapon_fx/weapon_tracers_assrifle.vpcf
weapon_m4a1,m_szWorldModel,weapons/models/m4a4/weapon_rif_m4a4.vmdl
weapon_m4a1,m_vecMuzzlePos0,35.62|-4.975|-3.707
weapon_m4a1_silencer,_base,weapon_m4a1_silencer_prefab
weapon_m4a1_silencer,_class,weapon_m4a1
weapon_m4a1_silencer,_not_pickable,1
weapon_m4a1_silencer,m_GearSlot,GEAR_SLOT_RIFLE
weapon_m4a1_silencer,m_GearSlotPosition,0
weapon_m4a1_silencer,m_WeaponType,WEAPONTYPE_RIFLE
weapon_m4a1_silencer,m_bAllowFlipping,true
weapon_m4a1_silencer,m_bAutoSwitchFrom,true
weapon_m4a1_silencer,m_bAutoSwitchTo,true
weapon_m4a1_silencer,m_bBuiltRightHanded,true
weapon_m4a1_silencer,m_bCannotShootUnderwater,false
weapon_m4a1_silencer,m_bHasBurstMode,false
weapon_m4a1_silencer,m_bHideViewModelWhenZoomed,false
weapon_m4a1_silencer,m_bIsFullAuto,true
weapon_m4a1_silencer,m_bIsRevolver,false
weapon_m4a1_silencer,m_bMeleeWeapon,false
weapon_m4a1_silencer,m_bReserveAmmoAsClips,true
weapon_m4a1_silencer,m_bUnzoomsAfterShot,false
weapon_m4a1_silencer,m_eSilencerType,WEAPONSILENCER_DETACHABLE
weapon_m4a1_silencer,m_flArmorRatio,1.4
weapon_m4a1_silencer,m_flAttackMovespeedFactor,1.0
weapon_m4a1_silencer,m_flCycleTime,0.1
weapon_m4a1_silencer,m_flCycleTimeWhenInBurstMode,0.0
weapon_m4a1_silencer,m_flDeployDuration,1.133333
weapon_m4a1_silencer,m_flDisallowAttackAfterReloadStartDuration,3.066667
weapon_m4a1_silencer,m_flFlinchVelocityModifierLarge,0.4
weapon_m4a1_silencer,m_flFlinchVelocityModifierSmall,0.4
weapon_m4a1_silencer,m_flHeadshotMultiplier,3.475
weapon_m4a1_silencer,m_flInaccuracyAltSoundThreshold,0.0
weapon_m4a1_silencer,m_flInaccuracyCrouch,0.0041|0.0041
weapon_m4a1_silencer,m_flInaccuracyFire,0.012|0.007
weapon_m4a1_silencer,m_flInaccuracyJump,0.0997|0.0997
weapon_m4a1_silencer,m_flInaccuracyJumpApex,0.0
weapon_m4a1_silencer,m_flInaccuracyJumpInitial,0.09677
weapon_m4a1_silencer,m_flInaccuracyLadder,0.110994|0.113672
weapon_m4a1_silencer,m_flInaccuracyLand,0.000197|0.000197
weapon_m4a1_silencer,m_flInaccuracyMove,0.09288|0.122
weapon_m4a1_silencer,m_flInaccuracyPitchShift,0.0
weapon_m4a1_silencer,m_flInaccuracyReload,0.0
weapon_m4a1_silencer,m_flInaccuracyStand,0.0049|0.0049
weapon_m4a1_silencer,m_flMaxSpeed,225.0|225.0
weapon_m4a1_silencer,m_flPenetration,2.0
weapon_m4a1_silencer,m_flRange,8192.0
weapon_m4a1_silencer,m_flRangeModifier,0.94
weapon_m4a1_silencer,m_flRecoilAngle,0.0|0.0
weapon_m4a1_silencer,m_flRecoilAngleVariance,65.0|65.0
weapon_m4a1_silencer,m_flRecoilMagnitude,25.0|21.0
weapon_m4a1_silencer,m_flRecoilMagnitudeVariance,3.0|0.0
weapon_m4a1_silencer,m_flRecoveryTimeCrouch,0.2421
weapon_m4a1_silencer,m_flRecoveryTimeCrouchFinal,0.332888
weapon_m4a1_silencer,m_flRecoveryTimeStand,0.338941
weapon_m4a1_silencer,m_flRecoveryTimeStandFinal,0.466044
weapon_m4a1_silencer,m_flSpread,0.0006|0.0005
weapon_m4a1_silencer,m_flTimeBetweenBurstShots,0.0
weapon_m4a1_silencer,m_flZoomTime0,0.0
weapon_m4a1_silencer,m_flZoomTime1,0.0
weapon_m4a1_silencer,m_flZoomTime2,0.0
weapon_m4a1_silencer,m_iDefaultClip1,-1
weapon_m4a1_silencer,m_iDefaultClip2,-1
weapon_m4a1_silencer,m_iMaxClip1,20
weapon_m4a1_silencer,m_iMaxClip2,0
weapon_m4a1_silencer,m_iRumbleEffect,4
weapon_m4a1_silencer,m_iWeight,25
weapon_m4a1_silencer,m_nCrosshairDeltaDistance,3
weapon_m4a1_silencer,m_nCrosshairMinDistance,4
weapon_m4a1_silencer,m_nDamage,38
weapon_m4a1_silencer,m_nKillAward,300
weapon_m4a1_silencer,m_nNumBullets,1
weapon_m4a1_silencer,m_nPrice,2900
weapon_m4a1_silencer,m_nPrimaryAmmoType,BULLET_PLAYER_556MM_SMALL
weapon_m4a1_silencer,m_nPrimaryReserveAmmoMax,3
weapon_m4a1_silencer,m_nRecoilSeed,38965
weapon_m4a1_silencer,m_nRecoveryTransitionEndBullet,5
weapon_m4a1_silencer,m_nRecoveryTransitionStartBullet,2
weapon_m4a1_silencer,m_nSecondaryReserveAmmoMax,0
weapon_m4a1_silencer,m_nSpreadSeed,0
weapon_m4a1_silencer,m_nTracerFrequency,3|0
weapon_m4a1_silencer,m_nZoomFOV1,90
weapon_m4a1_silencer,m_nZoomFOV2,90
weapon_m4a1_silencer,m_nZoomLevels,0
weapon_m4a1_silencer,m_szAnimClass,weapon_m4a1_silencer
weapon_m4a1_silencer,m_szAnimSkeleton,animation/skeletons/weapons/m4a1_silencer.vnmskel
weapon_m4a1_silencer,m_szName,weapon_m4a1_silencer
weapon_m4a1_silencer,m_szTracerParticle,particles/weapons/cs_weapon_fx/weapon_tracers_assrifle.vpcf
weapon_m4a1_silencer,m_szWorldModel,weapons/models/m4a1_silencer/weapon_rif_m4a1_silencer.vmdl
weapon_m4a1_silencer,m_vecMuzzlePos0,39.583|-4.846|-3.367
weapon_m4a1_silencer,m_vecMuzzlePos1,46.463|-4.83|-3.374
weapon_sg556,_base,weapon_sg556_prefab
weapon_sg556,_class,weapon_sg556
weapon_sg556,_not_pickable,1
weapon_sg556,m_GearSlot,GEAR_SLOT_RIFLE
weapon_sg556,m_GearSlotPosition,0
weapon_sg556,m_WeaponType,WEAPONTYPE_RIFLE
weapon_sg556,m_bAllowFlipping,true
weapon_sg556,m_bAutoSwitchFrom,true
weapon_sg556,m_bAutoSwitchTo,true
weapon_sg556,m_bBuiltRightHanded,true
weapon_sg556,m_bCannotShootUnderwater,false
weapon_sg556,m_bHasBurstMode,false
weapon_sg556,m_bHideViewModelWhenZoomed,false
weapon_sg556,m_bIsFullAuto,true
weapon_sg556,m_bIsRevolver,false
weapon_sg556,m_bMeleeWeapon,false
weapon_sg556,m_bReserveAmmoAsClips,true
weapon_sg556,m_bUnzoomsAfterShot,false
weapon_sg556,m_eSilencerType,WEAPONSILENCER_NONE
weapon_sg556,m_flArmorRatio,2.0
weapon_sg556,m_flAttackMovespeedFactor,1.0
weapon_sg556,m_flCycleTime,0.11
weapon_sg556,m_flCycleTimeWhenInBurstMode,0.0
weapon_sg556,m_flDeployDuration,1.0
weapon_sg556,m_flDisallowAttackAfterReloadStartDuration,2.766667
weapon_sg556,m_flFlinchVelocityModifierLarge,0.4
weapon_sg556,m_flFlinchVelocityModifierSmall,0.55
weapon_sg556,m_flHeadshotMultiplier,4.0
weapon_sg556,m_flInaccuracyAltSoundThreshold,0.0
weapon_sg556,m_flInaccuracyCrouch,0.00381|0.00305
weapon_sg556,m_flInaccuracyFire,0.00795|0.0092
weapon_sg556,m_flInaccuracyJump,0.109|0.109
weapon_sg556,m_flInaccuracyJumpApex,0.0
weapon_sg556,m_flInaccuracyJumpInitial,0.07879
weapon_sg556,m_flInaccuracyLadder,0.08366|0.138758
weapon_sg556,m_flInaccuracyLand,0.000188|0.000188
weapon_sg556,m_flInaccuracyMove,0.13601|0.13601
weapon_sg556,m_flInaccuracyPitchShift,0.0
weapon_sg556,m_flInaccuracyReload,0.0
weapon_sg556,m_flInaccuracyStand,0.00581|0.00381
weapon_sg556,m_flIronSightFOV,45.0
weapon_sg556,m_flIronSightLooseness,0.03
weapon_sg556,m_flIronSightPivotForward,8.0
weapon_sg556,m_flIronSightPullUpSpeed,10.0
weapon_sg556,m_flIronSightPutDownSpeed,8.0
weapon_sg556,m_flMaxSpeed,210.0|150.0
weapon_sg556,m_flPenetration,2.0
weapon_sg556,m_flRange,8192.0
weapon_sg556,m_flRangeModifier,0.98
weapon_sg556,m_flRecoilAngle,0.0|0.0
weapon_sg556,m_flRecoilAngleVariance,60.0|60.0
weapon_sg556,m_flRecoilMagnitude,28.0|19.0
weapon_sg556,m_flRecoilMagnitudeVariance,2.0|2.0
weapon_sg556,m_flRecoveryTimeCrouch,0.379204
weapon_sg556,m_flRecoveryTimeCrouchFinal,0.379204
weapon_sg556,m_flRecoveryTimeStand,0.452886
weapon_sg556,m_flRecoveryTimeStandFinal,0.452886
weapon_sg556,m_flSpread,0.0006|0.0003
weapon_sg556,m_flTimeBetweenBurstShots,0.0
weapon_sg556,m_flZoomTime0,0.06
weapon_sg556,m_flZoomTime1,0.1
weapon_sg556,m_flZoomTime2,0.0
weapon_sg556,m_iDefaultClip1,-1
weapon_sg556,m_iDefaultClip2,-1
weapon_sg556,m_iMaxClip1,30
weapon_sg556,m_iMaxClip2,0
weapon_sg556,m_iRumbleEffect,4
weapon_sg556,m_iWeight,25
weapon_sg556,m_nCrosshairDeltaDistance,3
weapon_sg556,m_nCrosshairMinDistance,5
weapon_sg556,m_nDamage,30
weapon_sg556,m_nKillAward,300
weapon_sg556,m_nNumBullets,1
weapon_sg556,m_nPrice,3000
weapon_sg556,m_nPrimaryAmmoType,BULLET_PLAYER_556MM
weapon_sg556,m_nPrimaryReserveAmmoMax,3
weapon_sg556,m_nRecoilSeed,43500
weapon_sg556,m_nRecoveryTransitionEndBullet,5
weapon_sg556,m_nRecoveryTransitionStartBullet,2
weapon_sg556,m_nSecondaryReserveAmmoMax,0
weapon_sg556,m_nSpreadSeed,0
weapon_sg556,m_nTracerFrequency,3|3
weapon_sg556,m_nZoomFOV1,45
weapon_sg556,m_nZoomFOV2,90
weapon_sg556,m_nZoomLevels,1
weapon_sg556,m_szAnimSkeleton,animation/skeletons/weapons/sg556.vnmskel
weapon_sg556,m_szName,weapon_sg556
weapon_sg556,m_szTracerParticle,particles/weapons/cs_weapon_fx/weapon_tracers_assrifle_aug.vpcf
weapon_sg556,m_szWorldModel,weapons/models/sg556/weapon_rif_sg556.vmdl
weapon_sg556,m_vecMuzzlePos0,40.466|-5.134|-3.871
weapon_aug,_base,weapon_aug_prefab
weapon_aug,_class,weapon_aug
weapon_aug,_not_pickable,1
weapon_aug,m_GearSlot,GEAR_SLOT_RIFLE
weapon_aug,m_GearSlotPosition,0
weapon_aug,m_WeaponType,WEAPONTYPE_RIFLE
weapon_aug,m_bAllowFlipping,true
weapon_aug,m_bAutoSwitchFrom,true
weapon_aug,m_bAutoSwitchTo,true
weapon_aug,m_bBuiltRightHanded,true
weapon_aug,m_bCannotShootUnderwater,false
weapon_aug,m_bHasBurstMode,false
weapon_aug,m_bHideViewModelWhenZoomed,false
weapon_aug,m_bIsFullAuto,true
weapon_aug,m_bIsRevolver,false
weapon_aug,m_bMeleeWeapon,false
weapon_aug,m_bReserveAmmoAsClips,true
weapon_aug,m_bUnzoomsAfterShot,false
weapon_aug,m_eSilencerType,WEAPONSILENCER_NONE
weapon_aug,m_flArmorRatio,1.8
weapon_aug,m_flAttackMovespeedFactor,1.0
weapon_aug,m_flCycleTime,0.1
weapon_aug,m_flCycleTimeWhenInBurstMode,0.0
weapon_aug,m_flDeployDuration,1.16667
weapon_aug,m_flDisallowAttackAfterReloadStartDuration,3.766667
weapon_aug,m_flFlinchVelocityModifierLarge,0.4
weapon_aug,m_flFlinchVelocityModifierSmall,0.55
weapon_aug,m_flHeadshotMultiplier,4.0
weapon_aug,m_flInaccuracyAltSoundThreshold,0.0
weapon_aug,m_flInaccuracyCrouch,0.00368|0.00311
weapon_aug,m_flInaccuracyFire,0.00729|0.00729
weapon_aug,m_flInaccuracyJump,0.10599|0.10599
weapon_aug,m_flInaccuracyJumpApex,0.0
weapon_aug,m_flInaccuracyJumpInitial,0.10156
weapon_aug,m_flInaccuracyLadder,0.11004|0.10004
weapon_aug,m_flInaccuracyLand,0.000208|0.000208
weapon_aug,m_flInaccuracyMove,0.13545|0.10545
weapon_aug,m_flInaccuracyPitchShift,0.0
weapon_aug,m_flInaccuracyReload,0.0
weapon_aug,m_flInaccuracyStand,0.0049|0.00368
weapon_aug,m_flIronSightFOV,45.0
weapon_aug,m_flIronSightLooseness,0.03
weapon_aug,m_flIronSightPivotForward,10.0
weapon_aug,m_flIronSightPullUpSpeed,10.0
weapon_aug,m_flIronSightPutDownSpeed,8.0
weapon_aug,m_flMaxSpeed,220.0|150.0
weapon_aug,m_flPenetration,2.0
weapon_aug,m_flRange,8192.0
weapon_aug,m_flRangeModifier,0.98
weapon_aug,m_flRecoilAngle,0.0|0.0
weapon_aug,m_flRecoilAngleVariance,60.0|60.0
weapon_aug,m_flRecoilMagnitude,24.0|16.0
weapon_aug,m_flRecoilMagnitudeVariance,0.0|0.0
weapon_aug,m_flRecoveryTimeCrouch,0.30552
weapon_aug,m_flRecoveryTimeCrouchFinal,0.30552
weapon_aug,m_flRecoveryTimeStand,0.429727
weapon_aug,m_flRecoveryTimeStandFinal,0.429727
weapon_aug,m_flSpread,0.0005|0.0003
weapon_aug,m_flTimeBetweenBurstShots,0.0
weapon_aug,m_flZoomTime0,0.06
weapon_aug,m_flZoomTime1,0.1
weapon_aug,m_flZoomTime2,0.0
weapon_aug,m_iDefaultClip1,-1
weapon_aug,m_iDefaultClip2,-1
weapon_aug,m_iMaxClip1,30
weapon_aug,m_iMaxClip2,0
weapon_aug,m_iRumbleEffect,4
weapon_aug,m_iWeight,25
weapon_aug,m_nCrosshairDeltaDistance,3
weapon_aug,m_nCrosshairMinDistance,3
weapon_aug,m_nDamage,28
weapon_aug,m_nKillAward,300
weapon_aug,m_nNumBullets,1
weapon_aug,m_nPrice,3300
weapon_aug,m_nPrimaryAmmoType,BULLET_PLAYER_762MM
weapon_aug,m_nPrimaryReserveAmmoMax,3
weapon_aug,m_nRecoilSeed,24204
weapon_aug,m_nRecoveryTransitionEndBullet,5
weapon_aug,m_nRecoveryTransitionStartBullet,2
weapon_aug,m_nSecondaryReserveAmmoMax,0
weapon_aug,m_nSpreadSeed,0
weapon_aug,m_nTracerFrequency,3|3
weapon_aug,m_nZoomFOV1,45
weapon_aug,m_nZoomFOV2,90
weapon_aug,m_nZoomLevels,1
weapon_aug,m_szAnimSkeleton,animation/skeletons/weapons/aug.vnmskel
weapon_aug,m_szName,weapon_aug
weapon_aug,m_szTracerParticle,particles/weapons/cs_weapon_fx/weapon_tracers_assrifle_aug.vpcf
weapon_aug,m_szWorldModel,weapons/models/aug/weapon_rif_aug.vmdl
weapon_aug,m_vecMuzzlePos0,29.957|-3.597|-2.666
weapon_m249,_base,weapon_m249_prefab
weapon_m249,_class,weapon_m249
weapon_m249,_not_pickable,1
weapon_m249,m_GearSlot,GEAR_SLOT_RIFLE
weapon_m249,m_GearSlotPosition,0
weapon_m249,m_WeaponType,WEAPONTYPE_MACHINEGUN
weapon_m249,m_bAllowFlipping,true
weapon_m249,m_bAutoSwitchFrom,true
weapon_m249,m_bAutoSwitchTo,true
weapon_m249,m_bBuiltRightHanded,true
weapon_m249,m_bCannotShootUnderwater,false
weapon_m249,m_bHasBurstMode,false
weapon_m249,m_bHideViewModelWhenZoomed,false
weapon_m249,m_bIsFullAuto,true
weapon_m249,m_bIsRevolver,false
weapon_m249,m_bMeleeWeapon,false
weapon_m249,m_bReserveAmmoAsClips,true
weapon_m249,m_bUnzoomsAfterShot,false
weapon_m249,m_eSilencerType,WEAPONSILENCER_NONE
weapon_m249,m_flArmorRatio,1.6
weapon_m249,m_flAttackMovespeedFactor,1.0
weapon_m249,m_flCycleTime,0.08
weapon_m249,m_flCycleTimeWhenInBurstMode,0.0
weapon_m249,m_flDeployDuration,1.1
weapon_m249,m_flDisallowAttackAfterReloadStartDuration,5.7
weapon_m249,m_flFlinchVelocityModifierLarge,0.4
weapon_m249,m_flFlinchVelocityModifierSmall,0.55
weapon_m249,m_flHeadshotMultiplier,4.0
weapon_m249,m_flInaccuracyAltSoundThreshold,0.0
weapon_m249,m_flInaccuracyCrouch,0.00534|0.00534
weapon_m249,m_flInaccuracyFire,0.00356|0.00356
weapon_m249,m_flInaccuracyJump,0.27947|0.27947
weapon_m249,m_flInaccuracyJumpApex,0.0
weapon_m249,m_flInaccuracyJumpInitial,0.11827
weapon_m249,m_flInaccuracyLadder,0.13281|0.13281
weapon_m249,m_flInaccuracyLand,0.000398|0.000398
weapon_m249,m_flInaccuracyMove,0.15625|0.15625
weapon_m249,m_flInaccuracyPitchShift,0.0
weapon_m249,m_flInaccuracyReload,0.0
weapon_m249,m_flInaccuracyStand,0.0077|0.0077
weapon_m249,m_flMaxSpeed,195.0|195.0
weapon_m249,m_flPenetration,2.0
weapon_m249,m_flRange,8192.0
weapon_m249,m_flRangeModifier,0.97
weapon_m249,m_flRecoilAngle,0.0|0.0
weapon_m249,m_flRecoilAngleVariance,50.0|50.0
weapon_m249,m_flRecoilMagnitude,25.0|25.0
weapon_m249,m_flRecoilMagnitudeVariance,2.0|2.0
weapon_m249,m_flRecoveryTimeCrouch,0.592093
weapon_m249,m_flRecoveryTimeCrouchFinal,0.592093
weapon_m249,m_flRecoveryTimeStand,0.828931
weapon_m249,m_flRecoveryTimeStandFinal,0.828931
weapon_m249,m_flSpread,0.002|0.002
weapon_m249,m_flTimeBetweenBurstShots,0.0
weapon_m249,m_flZoomTime0,0.0
weapon_m249,m_flZoomTime1,0.0
weapon_m249,m_flZoomTime2,0.0
weapon_m249,m_iDefaultClip1,-1
weapon_m249,m_iDefaultClip2,-1
weapon_m249,m_iMaxClip1,100
weapon_m249,m_iMaxClip2,0
weapon_m249,m_iRumbleEffect,2
weapon_m249,m_iWeight,25
weapon_m249,m_nCrosshairDeltaDistance,3
weapon_m249,m_nCrosshairMinDistance,6
weapon_m249,m_nDamage,32
weapon_m249,m_nKillAward,300
weapon_m249,m_nNumBullets,1
weapon_m249,m_nPrice,5200
weapon_m249,m_nPrimaryAmmoType,BULLET_PLAYER_556MM_BOX
weapon_m249,m_nPrimaryReserveAmmoMax,2
weapon_m249,m_nRecoilSeed,50310
weapon_m249,m_nRecoveryTransitionEndBullet,5
weapon_m249,m_nRecoveryTransitionStartBullet,2
weapon_m249,m_nSecondaryReserveAmmoMax,0
weapon_m249,m_nSpreadSeed,0
weapon_m249,m_nTracerFrequency,1
weapon_m249,m_nZoomFOV1,90
weapon_m249,m_nZoomFOV2,90
weapon_m249,m_nZoomLevels,0
weapon_m249,m_szAnimSkeleton,animation/skeletons/weapons/m249.vnmskel
weapon_m249,m_szName,weapon_m249
weapon_m249,m_szTracerParticle,particles/weapons/cs_weapon_fx/weapon_tracers_mach.vpcf
weapon_m249,m_szWorldModel,weapons/models/m249/weapon_mach_m249.vmdl
weapon_m249,m_vecMuzzlePos0,52.925|-7.43|-3.928
weapon_negev,_base,weapon_negev_prefab
weapon_negev,_class,weapon_negev
weapon_negev,_not_pickable,1
weapon_negev,m_GearSlot,GEAR_SLOT_RIFLE
weapon_negev,m_GearSlotPosition,0
weapon_negev,m_WeaponType,WEAPONTYPE_MACHINEGUN
weapon_negev,m_bAllowFlipping,true
weapon_negev,m_bAutoSwitchFrom,true
weapon_negev,m_bAutoSwitchTo,true
weapon_negev,m_bBuiltRightHanded,true
weapon_negev,m_bCannotShootUnderwater,false
weapon_negev,m_bHasBurstMode,false
weapon_negev,m_bHideViewModelWhenZoomed,false
weapon_negev,m_bIsFullAuto,true
weapon_negev,m_bIsRevolver,false
weapon_negev,m_bMeleeWeapon,false
weapon_negev,m_bReserveAmmoAsClips,true
weapon_negev,m_bUnzoomsAfterShot,false
weapon_negev,m_eSilencerType,WEAPONSILENCER_NONE
weapon_negev,m_flArmorRatio,1.42
weapon_negev,m_flAttackMovespeedFactor,0.5
weapon_negev,m_flCycleTime,0.075
weapon_negev,m_flCycleTimeWhenInBurstMode,0.0
weapon_negev,m_flDeployDuration,1.1
weapon_negev,m_flDisallowAttackAfterReloadStartDuration,5.7
weapon_negev,m_flFlinchVelocityModifierLarge,0.4
weapon_negev,m_flFlinchVelocityModifierSmall,0.55
weapon_negev,m_flHeadshotMultiplier,4.0
weapon_negev,m_flInaccuracyAltSoundThreshold,0.02
weapon_negev,m_flInaccuracyCrouch,0.00763|0.00763
weapon_negev,m_flInaccuracyFire,0.03|0.00337
weapon_negev,m_flInaccuracyJump,0.29223|0.29223
weapon_negev,m_flInaccuracyJumpApex,0.0
weapon_negev,m_flInaccuracyJumpInitial,0.11629
weapon_negev,m_flInaccuracyLadder,0.13643|0.13643
weapon_negev,m_flInaccuracyLand,0.000409|0.000409
weapon_negev,m_flInaccuracyMove,0.15914|0.15914
weapon_negev,m_flInaccuracyPitchShift,-50.0
weapon_negev,m_flInaccuracyReload,0.0
weapon_negev,m_flInaccuracyStand,0.01017|0.01017
weapon_negev,m_flMaxSpeed,150.0|150.0
weapon_negev,m_flPenetration,2.0
weapon_negev,m_flRange,8192.0
weapon_negev,m_flRangeModifier,0.97
weapon_negev,m_flRecoilAngle,0.0|0.0
weapon_negev,m_flRecoilAngleVariance,0.0|0.0
weapon_negev,m_flRecoilMagnitude,20.0|20.0
weapon_negev,m_flRecoilMagnitudeVariance,2.0|2.0
weapon_negev,m_flRecoveryTimeCrouch,0.25
weapon_negev,m_flRecoveryTimeCrouchFinal,0.08
weapon_negev,m_flRecoveryTimeStand,0.3
weapon_negev,m_flRecoveryTimeStandFinal,0.1
weapon_negev,m_flSpread,0.002|0.002
weapon_negev,m_flTimeBetweenBurstShots,0.0
weapon_negev,m_flZoomTime0,0.0
weapon_negev,m_flZoomTime1,0.0
weapon_negev,m_flZoomTime2,0.0
weapon_negev,m_iDefaultClip1,-1
weapon_negev,m_iDefaultClip2,-1
weapon_negev,m_iMaxClip1,150
weapon_negev,m_iMaxClip2,0
weapon_negev,m_iRumbleEffect,2
weapon_negev,m_iWeight,25
weapon_negev,m_nCrosshairDeltaDistance,3
weapon_negev,m_nCrosshairMinDistance,6
weapon_negev,m_nDamage,35
weapon_negev,m_nKillAward,300
weapon_negev,m_nNumBullets,1
weapon_negev,m_nPrice,1700
weapon_negev,m_nPrimaryAmmoType,BULLET_PLAYER_556MM_BOX
weapon_negev,m_nPrimaryReserveAmmoMax,2
weapon_negev,m_nRecoilSeed,57966
weapon_negev,m_nRecoveryTransitionEndBullet,12
weapon_negev,m_nRecoveryTransitionStartBullet,9
weapon_negev,m_nSecondaryReserveAmmoMax,0
weapon_negev,m_nSpreadSeed,0
weapon_negev,m_nTracerFrequency,1
weapon_negev,m_nZoomFOV1,90
weapon_negev,m_nZoomFOV2,90
weapon_negev,m_nZoomLevels,0
weapon_negev,m_szAnimSkeleton,animation/skeletons/weapons/negev.vnmskel
weapon_negev,m_szName,weapon_negev
weapon_negev,m_szTracerParticle,particles/weapons/cs_weapon_fx/weapon_tracers_mach.vpcf
weapon_negev,m_szWorldModel,weapons/models/negev/weapon_mach_negev.vmdl
weapon_negev,m_vecMuzzlePos0,45.371|-7.503|-3.87
weapon_ssg08,_base,weapon_ssg08_prefab
weapon_ssg08,_class,weapon_ssg08
weapon_ssg08,_not_pickable,1
weapon_ssg08,m_GearSlot,GEAR_SLOT_RIFLE
weapon_ssg08,m_GearSlotPosition,0
weapon_ssg08,m_WeaponType,WEAPONTYPE_SNIPER_RIFLE
weapon_ssg08,m_bAllowFlipping,true
weapon_ssg08,m_bAutoSwitchFrom,true
weapon_ssg08,m_bAutoSwitchTo,true
weapon_ssg08,m_bBuiltRightHanded,true
weapon_ssg08,m_bCannotShootUnderwater,false
weapon_ssg08,m_bHasBurstMode,false
weapon_ssg08,m_bHideViewModelWhenZoomed,true
weapon_ssg08,m_bIsFullAuto,false
weapon_ssg08,m_bIsRevolver,false
weapon_ssg08,m_bMeleeWeapon,false
weapon_ssg08,m_bReserveAmmoAsClips,true
weapon_ssg08,m_bUnzoomsAfterShot,true
weapon_ssg08,m_eSilencerType,WEAPONSILENCER_NONE
weapon_ssg08,m_flArmorRatio,1.7
weapon_ssg08,m_flAttackMovespeedFactor,1.0
weapon_ssg08,m_flCycleTime,1.25
weapon_ssg08,m_flCycleTimeWhenInBurstMode,0.0
weapon_ssg08,m_flDeployDuration,1.0
weapon_ssg08,m_flDisallowAttackAfterReloadStartDuration,3.7
weapon_ssg08,m_flFlinchVelocityModifierLarge,0.35
weapon_ssg08,m_flFlinchVelocityModifierSmall,0.4
weapon_ssg08,m_flHeadshotMultiplier,4.0
weapon_ssg08,m_flInaccuracyAltSoundThreshold,0.0
weapon_ssg08,m_flInaccuracyCrouch,0.02378|0.0028
weapon_ssg08,m_flInaccuracyFire,0.02292|0.02292
weapon_ssg08,m_flInaccuracyJump,0.00572|0.00572
weapon_ssg08,m_flInaccuracyJumpApex,0.0
weapon_ssg08,m_flInaccuracyJumpInitial,0.20872
weapon_ssg08,m_flInaccuracyLadder,0.09549|0.09549
weapon_ssg08,m_flInaccuracyLand,0.000215|0.000215
weapon_ssg08,m_flInaccuracyMove,0.12345|0.12345
weapon_ssg08,m_flInaccuracyPitchShift,0.0
weapon_ssg08,m_flInaccuracyReload,0.0
weapon_ssg08,m_flInaccuracyStand,0.0317|0.003
weapon_ssg08,m_flMaxSpeed,230.0|230.0
weapon_ssg08,m_flPenetration,2.5
weapon_ssg08,m_flRange,8192.0
weapon_ssg08,m_flRangeModifier,0.98
weapon_ssg08,m_flRecoilAngle,0.0|0.0
weapon_ssg08,m_flRecoilAngleVariance,20.0|20.0
weapon_ssg08,m_flRecoilMagnitude,33.0|25.0
weapon_ssg08,m_flRecoilMagnitudeVariance,15.0|2.0
weapon_ssg08,m_flRecoveryTimeCrouch,0.055783
weapon_ssg08,m_flRecoveryTimeCrouchFinal,0.055783
weapon_ssg08,m_flRecoveryTimeStand,0.142096
weapon_ssg08,m_flRecoveryTimeStandFinal,0.142096
weapon_ssg08,m_flSpread,0.00028|0.00023
weapon_ssg08,m_flTimeBetweenBurstShots,0.0
weapon_ssg08,m_flZoomTime0,0.05
weapon_ssg08,m_flZoomTime1,0.05
weapon_ssg08,m_flZoomTime2,0.05
weapon_ssg08,m_iDefaultClip1,-1
weapon_ssg08,m_iDefaultClip2,-1
weapon_ssg08,m_iMaxClip1,10
weapon_ssg08,m_iMaxClip2,0
weapon_ssg08,m_iRumbleEffect,4
weapon_ssg08,m_iWeight,30
weapon_ssg08,m_nCrosshairDeltaDistance,3
weapon_ssg08,m_nCrosshairMinDistance,5
weapon_ssg08,m_nDamage,88
weapon_ssg08,m_nKillAward,300
weapon_ssg08,m_nNumBullets,1
weapon_ssg08,m_nPrice,1700
weapon_ssg08,m_nPrimaryAmmoType,BULLET_PLAYER_762MM
weapon_ssg08,m_nPrimaryReserveAmmoMax,2
weapon_ssg08,m_nRecoilSeed,1278
weapon_ssg08,m_nRecoveryTransitionEndBullet,5
weapon_ssg08,m_nRecoveryTransitionStartBullet,2
weapon_ssg08,m_nSecondaryReserveAmmoMax,0
weapon_ssg08,m_nSpreadSeed,0
weapon_ssg08,m_nTracerFrequency,1
weapon_ssg08,m_nZoomFOV1,40
weapon_ssg08,m_nZoomFOV2,15
weapon_ssg08,m_nZoomLevels,2
weapon_ssg08,m_szAnimSkeleton,animation/skeletons/weapons/ssg08.vnmskel
weapon_ssg08,m_szName,weapon_ssg08
